Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
Y 2 Re 3 Si 5,{},1.76,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.2 Ba 1.55 La 1.25 Cu 3 O 7.11,{},59.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga La 3,{},5.82,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.62 Nd 0.2 Ba 0.18 Cu O 4,{},14.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 0.85 Sn 1.15 Se 2,{},6.175,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 2 Ca 3 Cu 4 F 1.8 O 8.2,{},66.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 34 Se 11,{},2.66,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Si,{},6.666666667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.85 Sr 0.15 Cu 0.96 Ni 0.04 O 4,{},3.2005,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 1.45 Ba 1.55 Cu 3 O 7.08,{},26.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tm 0.5 Pr 0.5 Ba 2 Cu 3 O 6.95,{},28.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 K 0.1 Cu 3 O 6.61,{},92.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Fe 1.816 Co 0.184 As 2,{},13.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 3 Si 0.99 Be 0.01,{},16.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.2 La 0.8,{},4.43,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ge 2 Rh 3,{},2.12,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag Mo 4 S 5,{},7.923333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe Sr 2 Gd Cu 2 O 7.58,{},36.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 0.342 Th 0.658,{},0.32,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.9 Li 0.05 Al 0.05 B 2,{},37.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Ba 2 Ca 0.9 Nd 0.1 Cu 2 O 7,{},90.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.9 Yb 0.1 Mo 6 Se 8,{},12.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 25 Nb 75,{},17.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.3 O 3 Re,{},3.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.9 Ca 0.1 Ba 2 Cu 2.9 Co 0.1 O 6.84,{},69.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 8 Zr 92,{},3.79,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.9 Zn 0.1 O 6.93,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe 0.99 Zn 0.01 As O 0.85,{},10.04,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Bi S 0.6 Se 1.4 F 0.5 O 0.5,{},3.01,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Fe 0.9 Co 0.1 As O,{},14.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2.925 Ce 0.075 In,{},4.42,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Ir 0.6 Os 1.4,{},3.73,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.8 Sr 0.2 Cu 0.96 Ni 0.04 O 4,{},4.925,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.19 W O 3,{},5.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Dy Ba 1.8 Sr 0.2 Cu 3 O 6.89,{},84.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Bi S 2 F 0.7 O 0.54,{},4.46,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.5 Pb 0.5 Sr 1.4 La 0.6 Cu O 6.118,{},10.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.85 Ca 0.15 Sr Ba Cu 2.5 B 0.5 O 7,{},43.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ga V 2.1,{},6.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cr 0.05 Rh 0.04 Ti 0.91,{},3.75,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
H 0.19 La 1.8 Sr 0.2 Cu 0.995 Fe 0.005 O 4,{},27.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Co 0.007 Ru 0.993,{},0.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe 0.85 Co 0.15 As O,{},10.875,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.02 Nb 3 Rh 0.98,{},2.53,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.8 Pt 0.2,{},4.56,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 0.8 In 0.2 Te 0.9 Se 0.1,{},3.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.62 Tl 0.38,{},2.76,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.95 Sr 1.25 La 0.8 Cu O 4,{},19.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Te 4,{},1.746666667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B Sr 2 Ca 3 Cu 4 O 11,{},110.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Ba 2 Ca Cu 2 O 6.14,{},105.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.74 Ca 0.16 Sr 0.6 Ba 1.5 Cu 2.78 S 0.22 O 7,{},77.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.6 Ca 1.2 Yb 0.2 Cu 2 O 8.26,{},88.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3.975 Fe 0.025 O 8,{},64.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Rh 0.02 Au 0.98,{},11.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.09 Zr 0.91,{},10.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y In 1.5 Pb 1.5,{},1.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C 0.48 Sr 2 Ca 0.4 Y 0.6 Cu 2.46 O 6.97,{},41.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Pd Sb 2,{},2.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2.5 Sn Ta 0.5,{},17.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Fe As F 0.1 O 0.9,{},36.33333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.736 Nd 0.116 Ba 0.15 Cu O 4.03,{},29.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Os 0.006 Re 0.994,{},1.76,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 6 Se,{},0.66,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 9.35 La 0.65 Pt 3 Fe 10 As 18,{},19.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ni 1.85 Cu 0.15 B 2 C,{},13.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.8 La 0.2 Bi O 3,{},12.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 2 Co In 8,{},0.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C 13 La,{},4.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 18 Zr 82,{},3.555,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.8 K 0.2 Cu 3 O 6.57,{},93.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 3 Si 0.4 Ge 0.6,{},7.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 0.73 La 0.27 Ir 2 Zn 20,{},0.093,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 0.85 Pr 0.15 Cu O 2,{},39.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.85 Zn 0.15 O 6.97,{},39.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.92 Li 0.08 B 2,{},38.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Fe 0.8 Rh 0.2 As O,{},10.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.99 Cr 0.01 B 2,{},36.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 0.98 Th 0.02 Pt 3 Si,{},0.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Dy 0.85 Pr 0.15 Ba 2 Cu 3 O 6.9,{},77.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm La 0.82 Sr 0.18 Cu O 4,{},37.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.5 La Y 0.5 Sr Cu 2 O 6.04,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.6 Ca 1.2 Eu 0.2 Cu 2 O 8.26,{},87.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Al 0.95 Ga 0.05,{},19.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 1.85 Ce 0.15 Cu 0.995 Ni 0.005 O 4.065,{},11.92,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.8 Sr Ba 1.2 Y 0.7 Ca 0.3 Cu 3 O 8.35,{},77.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.83 Er 0.17 Rh 4 B 4,{},10.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Fe 0.9 Rh 0.1 As O,{},15.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
U Co Ge,{},0.5995,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 0.8 Tb 0.2 Ni 2 B 2 C,{},5.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.79 Sr 0.21 Cu 0.94 Fe 0.06 O 4,{},2.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Sn 0.2 Al 0.8,{},14.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
H 1.33 N 0.33 O 3 W,{},3.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.6 Cu 0.4 Sr La Cu O 5.09,{},36.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Cu 0.965 V 0.035 O 4.045,{},40.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.19 Rh 0.75 Se 2,{},7.49,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co In 4.98 Cd 0.02,{},2.14,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 2 I 1.5 Br 0.5 C 2,{},11.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 Cl O 6,{},72.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Fe As 0.47 P 0.53 F 0.05 O 0.95,{},5.84,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.6 Fe 0.4 O 7,{},31.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.946 Pd 0.054 As 2,{},12.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 0.94 La 0.06 Ni 2 B 2 C,{},15.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.6 Ca 0.4 Sr 2 Cu 2 Ga O 7,{},41.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.92 Ba 2.05 Cu 1.03 O 4.087,{},70.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.95 Ca 0.05 Ba 1.6 Sr 0.4 Cu 4 O 7.8,{},82.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mn 0.101 Ti 0.899,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe As H 0.43 O 0.57,{},45.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag Mo 6 S 8,{},7.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 4 Sr 3 Ca 2 Y Cu 4 O 16,{},43.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.2 Mo S 2,{},5.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Si 22.5 V 75,{},16.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 80 Si 16 B 4,{},4.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.343 In 0.657,{},5.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu Ba 2 Cu 2.8 Ga 0.2 O 6.63,{},14.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.4 Tl 0.6,{},2.52,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Ba 2 Cu 3 O 6.55,{},12.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na 0.3 Co H 2.6 O 3.3,{},4.5575,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 0.68 Nb O 2,{},5.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 2 Bi 1.75 Sb 1.25,{},3.51,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd Ba 2 Cu 2.64 Fe 0.36 O 6.99,{},21.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 O 6.876,{},78.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.85 Sr 0.15 Cu 0.978 Zn 0.022 O 4,{},8.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.87 Th 0.13 Sn 3,{},6.26,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 1.5 Ba 0.5 Y Cu 2.8 Ga 0.2 O 7.2,{},61.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.04 Ti 0.96,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.33 Re 0.67,{},5.845,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 1.8 Ba 0.2 Cu O 4,{},71.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Ba 2 Cu 3 O 6.82,{},95.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.91 Fe 0.09 O 6.83,{},60.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
U 0.97 Mo 0.03,{},0.65,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Os 2 Ge 2,{},1.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.9 Rh 0.1 Te 2,{},2.61,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.902 Pt 0.098 O 6.4,{},81.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na 0.3 Co 0.995 Mn 0.005 H 2.6 O 3.3,{},4.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Ba 2 Ca 0.65 Y 0.35 Cu 2 O 7,{},102.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.5 Cd 0.5 Sr 2 Tb 0.6 Ca 0.4 Cu 2 O 7,{},19.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe As F 0.1 O 0.9,{},25.06153846,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca Fe 0.88 Co 0.12 As H,{},23.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 0.5 Eu 0.5 Fe 1.76 Co 0.24 As 2,{},8.45,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Cu C 0.82 B 0.12 O 5,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.85 Sr 0.15 Cu 0.995 Ni 0.005 O 4,{},34.50333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cd 0.9 Mg 0.1,{},0.138,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ni 3 Th 7,{},1.975,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.99 Y 0.01 Fe 0.995 Mn 0.005 As F 0.11 O 0.89,{},7.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 2 Pd 3 S,{},1.13,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sb 2 Te 3,{},4.942,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pb 0.75 Sb 0.25 O 3,{},3.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cr 0.09 Ir 0.91,{},0.78,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.85 Ag 0.15 O 7,{},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er Ba 2 Cu 2.85 Zn 0.06 Fe 0.09 O 6.96,{},46.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Co Hf 2,{},0.56,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 2.5 Sc 2.5 Ir 4 Si 10,{},7.915,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.281 Ga 0.719,{},1.587,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.75 Pr 0.15 Ca 0.1 Ba 2 Cu 4 O 8,{},76.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.3 Ba 1.45 La 1.25 Cu 3 O 7.05,{},46.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th 1.6 Sc 0.4 C 3,{},6.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 2.67 Pd 0.33 Si,{},7.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 0.85 La 0.15 Ru 2,{},5.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.95 Zn 0.025 Al 0.025 B 2,{},38.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 0.91 La 0.89 Sr 0.2 Cu O 4,{},13.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 0.7 Sr 0.3 Ba 1.6 Pr 0.1 Cu 3 O 6.91,{},54.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.82 Sr 0.18 Cu O 3.994,{},34.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.49 Os 0.21 Rh 0.3,{},0.27,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.7 In 0.01 Nb 0.29,{},9.04,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pb 0.85 Sb 0.15 O 3,{},1.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ho 0.7 Dy 0.3 Ni 2 B 2 C,{},5.83,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 0.8 Pr 0.2 Ba 2 Cu 3 O 6.65,{},21.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 8 La 2 Pt 3.3 Fe 9.7 As 18,{},29.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.011 Pb 0.99,{},7.214,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 1.2 Ba 1.8 Cu 3 O 7.18,{},42.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.7 K 0.3 Fe 1.66 Co 0.34 As 2,{},12.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Fe As F 0.3 O 0.7,{},46.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co 0.6 Ru 0.4 In 5,{},1.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Pt 4 Ge 9.5 Sb 2.5,{},0.69,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 8.03 Pr 1.97 Pt 3 Fe 10 As 18,{},25.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ni 24 Zr 76,{},3.115,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.81 Sr 0.19 Cu 0.99 Zn 0.01 O 4,{},19.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Pt 2 Si 2,{},1.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 0.5 Ba 2 Yb Cu 2.5 O 7.45,{},72.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 2 K,{},1.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 0.1 Tl 0.9,{},3.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.4 Pr 0.6 Ba 2 Cu 4 O 8,{},37.875,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th 0.9 Y 0.1,{},1.51,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.23 W O 3,{},3.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.95 Ca 0.05 Ba 2 Cu 2.95 Ni 0.05 O 6.83,{},82.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.868 Co 0.094 Cu 0.038 As 2,{},15.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 8 K,{},3.42,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
As Cr,{},1.838,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg B 1.958 C 0.042,{},37.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Ir In 4.946 Hg 0.054,{},0.476,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.8 Pr 0.2 Ba 2 Cu 3 O 6.85,{},45.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
S 1.005 Sc,{},5.37,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.72 La 0.28 Cu 4 O 8,{},18.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 4.9 Sc 0.1 Ir 4 Si 10,{},5.835,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na Fe 0.995 Co 0.005 As,{},9.81,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 0.55 Ca 0.3 Hf 0.15 Ba 2 Cu 3 O 7.05,{},72.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 25 Ti 74 Zr,{},7.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 0.8 La 0.2 Os 4 Sb 12,{},1.7225,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba Sr Cu 3 O 6.93,{},80.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca 0.8 La 0.2 Cu 2 O 8.26,{},88.45,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Rh 2,{},4.04,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.48 Rh 0.52,{},3.76,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 1.5 Mo 1.5 Al,{},4.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.14 Au 0.86,{},0.385,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 16.5 Sb 83.5,{},4.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
